actor_entropy,actor_loss,actor_masked,actor_nextQvalue,actor_qf1M,actor_qf2M,actor_qtargetM,actor_target_entropy,alpha_loss,alpha_value,batch_reward,batch_reward_max,batch_reward_min,critic_loss,critic_loss_1,critic_loss_2,step
-0.507642682492733,31.559784126281738,0.0,-7.046281485557556,-30.500872576534746,-29.633534677028656,-8.364468415379525,-9.0,-0.1273084177315468,0.9853678947687149,-70.91336132049561,-7.046281485557556,-188.6374089050293,6106.090180664062,3017.3418908691406,3088.7482727050783,100
-0.18873589746654035,44.835820007324216,0.0,-7.441917057037354,-44.387008819580075,-43.74531490325928,-26.338634662628174,-9.0,-0.3997406548261642,0.9554014855623245,-71.8195654296875,-7.441917057037354,-190.34258590698244,4324.781428222656,2143.97936706543,2180.80206237793,200
-0.15488147512078285,54.21409435272217,0.0,-6.4300148239731785,-53.454214553833005,-53.08889759063721,-35.86036540985108,-9.0,-0.6704974198341369,0.9267566895484924,-70.89764808654785,-6.4300148239731785,-191.1547476196289,3374.143465576172,1676.0716912841797,1698.0717645263671,300
-2.7842216603457928,49.180227222442625,0.0,-3.0795073564350606,-25.569572659134863,-32.72440680027008,-42.99305309295654,-9.0,-0.6339291456341744,0.9002875107526779,-67.00284618377685,-3.0795073564350606,-184.4001252746582,2538.2672985839845,1241.6632171630858,1296.6040789794922,400
-9.226245307922364,22.880870666503906,0.0,-2.7999742475152014,-1.8192228914797306,-2.9429790073633195,-42.6109063911438,-9.0,0.026171472426503896,0.8908919882774353,-67.44098129272462,-2.7999742475152014,-185.00127792358398,1737.6813073730468,850.1095693969727,887.5717337036133,500
-9.20778742313385,21.151902770996095,0.0,-2.0420038966834544,-1.1043719679117203,-1.0613496276736258,-29.572277965545656,-9.0,0.023769680322147907,0.8925664943456649,-64.46280670166016,-2.0420038966834544,-181.4261555480957,1178.8017071533204,577.7709986877442,601.030712890625,600
-7.915697393417358,24.498880195617676,0.0,1.8963752049207687,2.1501389145851135,2.4278539154678582,-16.597481241226195,-9.0,-0.12549865094013513,0.890688162446022,-50.969004249572755,1.8963752049207687,-179.37995391845703,689.4307275390624,339.33430770874025,350.0964205932617,700
-7.854268460273743,24.273424167633056,0.0,2.0853828948736193,2.3392126199603083,2.1620792362838985,-8.943920576572419,-9.0,-0.1392103684693575,0.8855179923772812,-50.969129447937014,2.0853828948736193,-181.02108123779297,583.1855892944336,287.7650114440918,295.4205772399902,800
-7.841249670982361,24.839058170318605,0.0,1.933806899935007,1.753024360984564,1.7493109564483165,-6.067414715290069,-9.0,-0.14840942348819225,0.8798029345273971,-49.22263656616211,1.933806899935007,-183.90803024291992,531.5855174255371,263.13693435668944,268.44858489990236,900
-7.780270686149597,25.65851797103882,0.0,1.7738073907792569,1.3700706829130649,1.1164665676653385,-5.331048977375031,-9.0,-0.16514537524431944,0.8732735669612884,-44.18353157043457,1.7738073907792569,-185.43348480224608,437.044432220459,217.95365112304688,219.0907820892334,1000
-7.87588433265686,25.145767822265626,0.0,2.153085851967335,1.1919804948568344,0.9177090522646904,-5.1111309635639195,-9.0,-0.16103917349129915,0.8663674825429917,-43.952105331420896,2.153085851967335,-187.98731399536132,365.3677087402344,181.89689476013183,183.47081687927246,1100
-7.976391167640686,26.235531120300294,0.0,1.7420641243457795,0.24435004964470863,0.2560128566622734,-4.719933143854141,-9.0,-0.15457556853070856,0.8597874015569686,-43.46364723205566,1.7420641243457795,-190.44821563720703,419.02884811401367,209.2217805480957,209.80706787109375,1200
-7.78205340385437,27.37725215911865,0.0,1.737173967808485,0.030007558614015578,-0.25813604176044463,-5.457585011720657,-9.0,-0.19425673201680183,0.8524108642339706,-41.43474159240723,1.737173967808485,-192.17606101989747,373.92107315063475,187.20742931365967,186.71364318847657,1300
