actor_entropy,actor_loss,actor_masked,actor_nextQvalue,actor_qf1M,actor_qf2M,actor_qtargetM,actor_target_entropy,alpha_loss,alpha_value,batch_reward,batch_reward_max,batch_reward_min,critic_loss,critic_loss_1,critic_loss_2,step
-8.518211679458618,50.44287469863892,0.0,0.35923753103241324,-3.3746967333555222,-3.6466875958442686,-9.540349597930907,-9.0,-0.13907370862551033,0.74908717751503,-63.291250686645505,0.35923753103241324,-795.9602227783203,8451.854247131349,4213.705281982422,4238.148997650146,2000
-8.679379711151123,48.968330516815186,0.0,0.4164188826456666,-3.9435870444774626,-4.743283445835114,-9.437848038673401,-9.0,-0.09380924739874899,0.7463393485546113,-59.71099384307861,0.4164188826456666,-751.6701962280273,6898.189883422851,3434.773535308838,3463.416326904297,2100
-8.730574793815613,48.71665500640869,0.0,0.3275709640607238,-4.522881129980087,-5.07064121633768,-8.559700298309327,-9.0,-0.07963814256712794,0.7441343432664871,-59.30832580566406,0.3275709640607238,-781.498914642334,7199.785311889648,3588.840198135376,3610.9451766967773,2200
-8.991581993103027,48.68130737304688,0.0,0.8441660291701555,-3.6437585005164146,-3.812787837833166,-8.903847198486329,-9.0,-0.002491402272135019,0.7427098780870438,-58.7297766494751,0.8441660291701555,-768.4764947509766,6596.530046997071,3289.4102937316893,3307.1197512817384,2300
-8.99013548374176,47.55381605148315,0.0,0.9105244490876794,-4.097270103394985,-3.5335892337560653,-8.278590688705444,-9.0,-0.0028990159556269647,0.7423812568187713,-56.5452377319336,0.9105244490876794,-783.9204119873046,6553.588569946289,3269.199267807007,3284.389299621582,2400
-9.286420660018921,46.75998411178589,0.0,0.48808141473680733,-3.8419117671251297,-3.7611986315250396,-9.234262681007385,-9.0,0.08484521282836795,0.7435677444934845,-55.018316459655765,0.48808141473680733,-750.7318684387207,5883.0709834289555,2937.0400122070314,2946.030973968506,2500
-9.258302969932556,47.22594850540161,0.0,0.5562473908998072,-3.1759412705898287,-3.5216481107473374,-9.305231759548187,-9.0,0.07562221681699156,0.7460959511995315,-56.39206966400147,0.5562473908998072,-816.3680355834961,6693.182061004639,3334.1366330718993,3359.0454643249514,2600
-9.23928370475769,46.490173225402835,0.0,0.8817846868559718,-3.732245380282402,-3.8386645856499673,-8.768055799007415,-9.0,0.06928493823856115,0.7486331474781036,-54.027390747070314,0.8817846868559718,-793.0874618530273,6048.835007019043,3013.65513092041,3035.1799083709716,2700
-9.190265364646912,45.931608562469485,0.0,0.3576662343367934,-3.198434039950371,-3.5914652442932127,-9.182294383049012,-9.0,0.05451599116437137,0.7506755882501602,-52.42325881958008,0.3576662343367934,-724.0575527954102,4629.870991668701,2305.5500305175783,2324.320956039429,2800
-9.002198405265808,46.06319553375244,0.0,0.3592466926947236,-4.652629988193512,-5.5535978630185125,-9.663969836235047,-9.0,0.000717068356461823,0.7523534435033798,-52.52899600982666,0.3592466926947236,-735.6239393615723,4646.3083883667,2304.729447631836,2341.578965148926,2900
-9.326659383773803,45.665214958190916,0.0,0.6580051282793283,-3.740258246362209,-4.824206813275814,-10.019574749469758,-9.0,0.09236441671848297,0.7539669924974441,-50.20784435272217,0.6580051282793283,-785.1772100830078,4678.756140441895,2323.081040496826,2355.675099182129,3000
-9.421496872901917,45.03934309005737,0.0,0.8335291899368167,-3.5359886822104456,-3.7659773947298527,-10.222580008506775,-9.0,0.11678369160741568,0.7575177770853042,-49.69662944793701,0.8335291899368167,-714.3288110351563,3789.6508659362794,1888.543913116455,1901.1069548034668,3100
-9.126672344207764,45.160791015625,0.0,0.6758903555944562,-3.059343887269497,-3.2341688838601113,-9.855869665145875,-9.0,0.03449163507670164,0.7617145651578903,-49.89888458251953,0.6758903555944562,-767.618974609375,4315.856529388428,2149.3529746246336,2166.503522415161,3200
-9.024417948722839,45.05636833190918,0.0,0.7251686106994748,-2.9445836141705515,-3.78970591455698,-9.615423934459686,-9.0,0.006641747327521443,0.7629255253076553,-49.203098678588866,0.7251686106994748,-719.8399415588378,4003.5933241271973,1989.2184619140626,2014.3748622894286,3300
-9.115685224533081,45.14990566253662,0.0,0.8462955926917494,-2.6256971955299377,-3.327930506467819,-10.138037691116333,-9.0,0.031183349285274744,0.7639780753850937,-48.81238368988037,0.8462955926917494,-725.4805723571777,3793.090610656738,1885.3218621063234,1907.768730621338,3400
-8.930979895591737,45.31652660369873,0.0,0.587966635581106,-4.139849211871624,-3.763542655706406,-9.728018922805786,-9.0,-0.018485577423125506,0.7648612862825394,-49.005193099975585,0.587966635581106,-754.8714079284669,3877.6704309082033,1933.3752688598634,1944.2951670837401,3500
-8.948176732063294,44.1891233253479,0.0,0.9327673118188977,-3.2220646595954894,-3.6914257377386095,-9.933155195713043,-9.0,-0.013911094591021538,0.7632378369569779,-47.67194007873535,0.9327673118188977,-739.3064385986328,3756.6539569091797,1868.5298217773438,1888.124108352661,3600
-9.110163292884828,44.19523328781128,0.0,0.39377990901470183,-3.9760067957639693,-3.9794709435105324,-9.941954164505004,-9.0,0.02979638454504311,0.7631545156240463,-47.29131191253662,0.39377990901470183,-719.4835772705078,2988.764189300537,1491.870728225708,1496.8934519958495,3700
-8.959860062599182,43.95328552246094,0.0,0.4353426122386008,-3.8434574201703073,-4.109955097138882,-10.021379556655884,-9.0,-0.010645614508539437,0.7654309314489365,-46.88658676147461,0.4353426122386008,-703.0251116943359,2973.938275756836,1481.162442703247,1492.7758473205567,3800
-8.855612626075745,44.47111524581909,0.0,0.6000325076282025,-3.878976154923439,-3.861412896811962,-9.185924935340882,-9.0,-0.038901127520948646,0.7640348267555237,-46.944322776794436,0.6000325076282025,-746.6412013244629,3414.142538757324,1705.1056064605714,1709.0369189453124,3900
-8.887524075508118,43.90957618713379,0.0,0.3375528813712299,-2.553521223664284,-3.301716604232788,-9.59982791185379,-9.0,-0.030653507355600594,0.7604738038778305,-46.140597877502444,0.3375528813712299,-703.3369863891602,2921.275189819336,1452.8552732086182,1468.4199120330811,4000
-8.832126951217651,44.20490058898926,0.0,0.4620770730823278,-3.6044606304168703,-4.232862775921822,-9.575378855466843,-9.0,-0.046333424942567945,0.7587394732236862,-47.032575149536136,0.4620770730823278,-710.1894630432129,3282.167211303711,1631.753794708252,1650.4134133148193,4100
-8.934378027915955,43.50866827011109,0.0,0.5654026380181313,-4.111992484331131,-4.7711523571610455,-10.028720352649689,-9.0,-0.01819241573102772,0.756575101017952,-44.91482353210449,0.5654026380181313,-689.7458905029297,2522.472487182617,1253.6541316223145,1268.8183547973633,4200
-8.846294980049134,43.31415431976318,0.0,0.49307543723843994,-2.7306949803233147,-3.3438612377643584,-10.500511364936829,-9.0,-0.043284689020365474,0.7537478619813919,-44.96817325592041,0.49307543723843994,-699.293696899414,2762.7126615905763,1374.0848490142823,1388.6278224182129,4300
-8.71963044643402,42.92389444351196,0.0,0.3437447029724717,-3.8946946117281915,-3.845141439437866,-9.7733483171463,-9.0,-0.08056726055219769,0.7495113950967789,-44.799851684570314,0.3437447029724717,-650.7917399597168,2559.32111907959,1272.6113743591309,1286.7097359466552,4400
-8.834052166938783,42.877726249694824,0.0,0.33820071537047625,-3.8442051193118094,-3.831376008987427,-9.740997730493545,-9.0,-0.048741488056257366,0.7452069276571274,-43.67287368774414,0.33820071537047625,-639.6657339477539,2032.6764964294434,1012.581817932129,1020.0946691131592,4500
-8.799093947410583,42.654690952301024,0.0,0.23154310889542104,-3.2564128178358076,-3.5359861981868743,-9.621699731349945,-9.0,-0.0600433854945004,0.7410802578926087,-43.349045257568356,0.23154310889542104,-631.2920588684082,1831.1635731506349,909.0281533813477,922.1353981781006,4600
-8.85620406627655,42.89681018829346,0.0,0.410555132990703,-3.423654575049877,-3.9420876064896584,-8.972769935131073,-9.0,-0.04360150771215558,0.7371490424871445,-43.684088134765624,0.410555132990703,-667.0319296264648,2340.4282345581055,1163.081891708374,1177.3463271331786,4700
-8.867354760169983,42.656698608398436,0.0,0.1360070623829961,-5.410719585418701,-3.7775008368492125,-9.89021431684494,-9.0,-0.04075455076992512,0.7339508628845215,-43.3368501663208,0.1360070623829961,-684.1795686340332,2133.611919555664,1073.3102449035644,1060.3016860198975,4800
-8.911460990905761,42.66095174789429,0.0,0.3159610395878553,-3.4414078325033186,-3.1196875461935996,-9.366028594970704,-9.0,-0.027533332584425807,0.7319302362203598,-43.64562770843506,0.3159610395878553,-654.5986912536621,1958.366369934082,975.3734583282471,982.9928971862793,4900
-8.895530900955201,42.08469528198242,0.0,0.09794086705893278,-3.3026405489444732,-3.9092521864175795,-9.852674140930176,-9.0,-0.03269184714183211,0.7307603865861892,-42.53530818939209,0.09794086705893278,-627.9069979858399,1814.3713491821288,899.1023514556884,915.2690089416504,5000
-8.918966364860534,42.03957166671753,0.0,0.21424398891627788,-3.1760564905405047,-4.3854498243331905,-9.726104319095612,-9.0,-0.025215164460241794,0.7270513439178466,-42.15739128112793,0.21424398891627788,-649.3655754089356,1967.2003221130371,973.6963024139404,993.5040295410156,5100
-9.063462028503418,41.61156173706055,0.0,0.0037152598053216933,-3.4053289914131164,-3.482956413626671,-9.206714503765106,-9.0,0.020339075922966004,0.7284431743621826,-41.66988861083984,0.0037152598053216933,-629.1690238952636,1520.955721130371,757.4538488006592,763.5018785858155,5200
-8.904275517463685,41.680928497314454,0.0,0.17321704378351568,-3.291144972443581,-3.553822273015976,-9.414175651073457,-9.0,-0.03030928117223084,0.72746950507164,-41.48220937728882,0.17321704378351568,-625.8330029296875,1666.6013543701172,829.359003829956,837.2423458862305,5300
-8.807972545623779,41.534240074157715,0.0,-0.05762724633328617,-3.1661391258239746,-3.178234670162201,-9.459118008613586,-9.0,-0.061950336042791605,0.7238501632213592,-41.63325782775879,-0.05762724633328617,-638.0911947631836,1699.3400903320312,844.6370776367188,854.7030200195312,5400
-8.900712013244629,42.07048885345459,0.0,0.4264860881026834,-2.927684495449066,-3.461745321750641,-9.297099044322968,-9.0,-0.03246368625201285,0.7209269517660141,-41.49976871490478,0.4264860881026834,-658.8921858215332,1616.6067170715332,803.158198852539,813.4485237121582,5500
-8.871296072006226,41.64182792663574,0.0,0.07778422052040695,-3.2851469695568083,-3.6353796246647834,-8.888310232162475,-9.0,-0.04254090335220098,0.7171660935878754,-41.019438667297365,0.07778422052040695,-624.8240919494629,1570.0145677185058,781.1186946105958,788.8958824157714,5600
-8.89298466682434,42.156358909606936,0.0,0.39636597510427235,-4.211616716980934,-3.8582919374108315,-9.311803576946259,-9.0,-0.035774402879178525,0.7151997750997543,-41.330564193725586,0.39636597510427235,-593.9122074890137,1154.8046534729003,577.2771073913574,577.5275424957275,5700
-8.87772202014923,42.05057861328125,0.0,0.43749173808842895,-3.6626810640096665,-3.9807939958572387,-9.24583854675293,-9.0,-0.04152286026626825,0.7124184048175812,-40.99551635742188,0.43749173808842895,-632.9485775756835,1482.0031034851074,737.4617523193359,744.5413550567627,5800
-8.788759202957154,40.97615013122559,0.0,0.08901603324338794,-2.7793114829063414,-2.794249219894409,-9.142316818237305,-9.0,-0.07292974726296961,0.7068595665693284,-40.25849048614502,0.08901603324338794,-595.0333306884766,1121.8643962097167,560.5063005065917,561.3581010437011,5900
-8.964274697303772,41.376477394104,0.0,0.4142008741013706,-4.25105670273304,-3.7034976670145987,-9.056433179378509,-9.0,-0.01238419022411108,0.7040291565656662,-40.47943321228027,0.4142008741013706,-607.7800492858887,1319.695424041748,663.0223397064209,656.6730818939209,6000
-8.791017494201661,41.13515281677246,0.0,-0.03917684357613325,-3.104021283984184,-3.347311098575592,-8.657705397605897,-9.0,-0.07408001501113176,0.7013514757156372,-41.40716621398926,-0.03917684357613325,-636.0241795349122,1535.9043904113769,763.9116371536255,771.9927576446534,6100
-8.865399837493896,40.577270431518556,0.0,0.08043247174471617,-3.5526154804229737,-3.962732163667679,-8.95669463634491,-9.0,-0.0483920308155939,0.6962512075901032,-40.0326788520813,0.08043247174471617,-560.4181130981445,1005.6752523803711,501.4576234436035,504.21763305664064,6200
-8.810652933120728,40.678995780944824,0.0,-0.188275763746351,-3.123034361898899,-3.001013959646225,-9.282731909751892,-9.0,-0.06955349279567599,0.6924705731868744,-39.81424270629883,-0.188275763746351,-629.2716818237304,1187.4038090515137,589.2404727554322,598.1633464050293,6300
-8.880074090957642,40.76287221908569,0.0,-0.199148466065526,-3.2409244480729105,-4.293283076882362,-8.795368523597718,-9.0,-0.044508857429027555,0.6896666347980499,-40.198850059509276,-0.199148466065526,-593.6573951721191,1165.863125,579.5587878417969,586.3043370819091,6400
-8.8149866437912,40.43811506271362,0.0,-0.01128225116059184,-3.7319215035438535,-4.1252908128499985,-9.615540385246277,-9.0,-0.0696319941431284,0.6853388446569443,-39.99424392700195,-0.01128225116059184,-589.776192779541,1082.949008026123,537.2203471374512,545.7286490631103,6500
-8.985501947402954,40.968514671325686,0.0,0.19496992107480765,-3.0985579335689546,-3.316678100824356,-8.003259191513061,-9.0,-0.005471232235431671,0.6819272303581237,-39.663926410675046,0.19496992107480765,-614.2384635925293,1028.9555196380616,512.9891349029541,515.9663842010498,6600
-9.063722062110902,40.61721405029297,0.0,0.16971258176490664,-2.9876761880517004,-2.635978987812996,-8.850390474796296,-9.0,0.024503075024113058,0.6829306930303574,-39.33011474609375,0.16971258176490664,-607.8299226379395,1095.5931057739258,545.263041267395,550.3300602722168,6700
-8.930220699310302,40.697267570495605,0.0,0.139488007966429,-2.669495006799698,-2.6771545600891113,-8.579995617866516,-9.0,-0.026555025279521943,0.682674829363823,-39.0524677658081,0.139488007966429,-613.3795568847656,1097.494685974121,547.116816329956,550.3778664398193,6800
-8.933571939468385,40.43717418670654,0.0,0.37649502940475943,-2.0738958138227463,-2.5331382042169572,-8.461281363964082,-9.0,-0.025306076761335134,0.6813125669956207,-38.77365364074707,0.37649502940475943,-597.7468473815918,1022.0543649291992,508.0879277420044,513.9664401245117,6900
-8.922589802742005,40.445584754943845,0.0,0.11717546800151467,-2.1236572977900505,-2.6594228166341782,-8.94961919784546,-9.0,-0.029887581635266544,0.6795280933380127,-38.58364967346191,0.11717546800151467,-587.9224336242676,860.3137680053711,426.4198487854004,433.8939196395874,7000
-8.773986229896545,40.35037605285645,0.0,0.2618015566840768,-3.117985774874687,-3.34554152905941,-8.576952562332153,-9.0,-0.08856398906558752,0.6755022484064103,-39.08640056610108,0.2618015566840768,-586.8473774719238,918.0764637756348,456.84857711791994,461.2278837585449,7100
-8.849277620315553,40.24547779083252,0.0,-0.29470864044502376,-3.2620947444438935,-3.601611877083778,-8.358662992715836,-9.0,-0.059922433365136384,0.671451216340065,-39.32308090209961,-0.29470864044502376,-572.3972958374023,910.0143175506591,453.1075885391235,456.906720199585,7200
-8.945970377922059,40.03272617340088,0.0,0.07072974586859346,-3.132558405995369,-3.3962099635601044,-9.080041389465332,-9.0,-0.02159940270707011,0.6667814499139786,-38.41295677185059,0.07072974586859346,-578.8345043945312,830.7584750366211,412.9852277374268,417.7732470703125,7300
-8.952254762649536,39.987348613739016,0.0,-0.37726918267086146,-3.105393099784851,-2.947461335659027,-8.098078494071961,-9.0,-0.019207973945885897,0.6670332038402558,-38.61400943756104,-0.37726918267086146,-532.8910455322266,657.5398393249511,327.54768035888674,329.99215553283693,7400
-9.136551990509034,40.15258953094482,0.0,-0.22262936767190694,-3.096160984635353,-3.58506902217865,-8.392351969480515,-9.0,0.05565789222717285,0.6668607538938522,-38.618722190856936,-0.22262936767190694,-599.9092953491211,904.360029296875,447.4489661407471,456.91106643676756,7500
-8.970015335083009,40.3421932220459,0.0,-0.13860967602580787,-2.3478251707553865,-2.9669390934705735,-8.712753665447234,-9.0,-0.011977677922695875,0.6693201071023941,-38.78579826354981,-0.13860967602580787,-620.0741912841797,945.9843421936035,469.89294891357423,476.09139129638675,7600
-9.008348627090454,39.694844284057616,0.0,-0.32923958886414767,-2.8061954134702685,-3.483081306219101,-8.513992601633072,-9.0,0.0038974833860993385,0.6666766852140427,-38.82441175460816,-0.32923958886414767,-546.4263026428223,707.7293562316895,355.9220578765869,351.80730155944826,7700
-8.878828945159912,40.11500186920166,0.0,-0.14089957499876618,-4.210593618154526,-2.9888100251555443,-8.929617824554443,-9.0,-0.04884805792942643,0.6654939371347427,-38.34836490631103,-0.14089957499876618,-554.3038764953614,722.7484753417968,365.1029404449463,357.64553665161134,7800
-8.897524967193604,39.921202125549314,0.0,-0.2866109026223421,-2.7068281388282776,-2.3701756584644316,-8.773668344020843,-9.0,-0.04177909549325705,0.6646423333883286,-37.574124317169186,-0.2866109026223421,-570.2962031555176,659.9862511444092,328.7034943771362,331.2827493286133,7900
-9.143819551467896,39.197654724121094,0.0,-0.5234406564757228,-2.370543206334114,-2.3319510543346404,-8.257424433231353,-9.0,0.058891963567584756,0.665089693069458,-37.29174451828003,-0.5234406564757228,-527.6917866516113,567.5363340759277,281.4592337036133,286.0771030426025,8000
-8.952616214752197,39.42616024017334,0.0,0.29743133598938587,-1.6598075115680695,-1.9443956351280212,-7.962957284450531,-9.0,-0.019197730589658023,0.6654141175746918,-37.34971782684326,0.29743133598938587,-545.1095568847657,502.6613725280762,250.04611598968506,252.61525493621826,8100
-8.979604730606079,39.385991458892825,0.0,-0.21539093319326638,-2.5910231485962867,-3.602143911719322,-8.660142924785614,-9.0,-0.008252809569239617,0.6655091953277588,-37.10881414413452,-0.21539093319326638,-552.3905543518066,578.2699836730957,285.7311646652222,292.538821105957,8200
-8.966215987205505,39.232204360961916,0.0,0.2550887241959572,-2.2830079656839373,-2.4983513069152834,-8.070473232269286,-9.0,-0.013710108771920203,0.6630957341194152,-37.03126573562622,0.2550887241959572,-544.6551914978028,522.3191207885742,258.93042938232423,263.3886933898926,8300
-8.92008448123932,38.6577954864502,0.0,-0.11773567613214254,-2.789995725750923,-2.9434543377161027,-8.004917849302291,-9.0,-0.03266876831650734,0.6632270115613937,-36.503249931335446,-0.11773567613214254,-543.8208654022217,557.3198107910156,277.30296672821044,280.0168434906006,8400
-8.829065594673157,38.79121046066284,0.0,0.0919697031006217,-2.0589209723472597,-2.585886484980583,-8.455845761299134,-9.0,-0.07094235164113342,0.6597437417507171,-36.564235877990725,0.0919697031006217,-537.976328125,643.175897064209,320.66105892181395,322.51483638763426,8500
-8.941783933639526,38.74167457580566,0.0,-0.2695299738831818,-2.0835448771715166,-3.2868551737070084,-7.868066935539246,-9.0,-0.024406640036031605,0.6559445458650589,-37.51498552322388,-0.2695299738831818,-529.1046434020996,558.268864364624,275.15146884918215,283.1173936843872,8600
-8.88480989933014,38.94354404449463,0.0,-0.42523697866126897,-2.1960552167892455,-2.0161996787786483,-7.353889796733856,-9.0,-0.04869099539704621,0.6537245768308639,-36.733024501800536,-0.42523697866126897,-538.6869592285157,537.2128665161133,267.0535663223267,270.1592960357666,8700
-9.026981892585754,38.01712051391601,0.0,-0.08437368478626013,-1.4577655014395714,-2.2222597217559814,-7.650305054783821,-9.0,0.011658377749845385,0.6524157190322876,-35.977162494659424,-0.08437368478626013,-510.9584339904785,437.55021743774415,217.55331817626953,219.99689632415772,8800
-8.920077214241028,38.242731971740724,0.0,0.045702865561470386,-2.336551436185837,-2.252504264712334,-7.937682490348816,-9.0,-0.03399682243354619,0.6514587128162384,-36.650417461395264,0.045702865561470386,-536.9459609985352,603.1630941009521,302.80337322235107,300.35972064971924,8900
-8.916544632911682,38.09515827178955,0.0,-0.2682717613503337,-2.650474712252617,-2.694391455054283,-7.864889476299286,-9.0,-0.03588872643187642,0.6498075014352799,-36.165438175201416,-0.2682717613503337,-537.8135176849365,624.5221733093261,311.96038864135744,312.5617847442627,9000
-8.954360141754151,38.128911876678465,0.0,-0.444666324518621,-3.0928955674171448,-3.6705502581596376,-8.254580373764037,-9.0,-0.01949708329513669,0.648650820851326,-36.41940086364746,-0.444666324518621,-546.6354886627197,518.5610527038574,257.20965797424316,261.35138999938965,9100
-8.989500846862793,37.801292743682865,0.0,-0.11274348556995392,-2.2394448429346085,-2.8299654161930086,-7.908821527957916,-9.0,-0.004299717321991921,0.6468439602851868,-35.843006954193115,-0.11274348556995392,-529.4576468658447,451.59944664001466,224.0785103225708,227.52093315124512,9200
-8.871833934783936,37.48833759307861,0.0,-0.26730197500437497,-2.1421991008520127,-3.2145431345701216,-8.124011485576629,-9.0,-0.055921233892440796,0.6443477088212967,-35.884590797424316,-0.26730197500437497,-537.8424722290039,513.4409567260742,252.572607421875,260.8683518218994,9300
-8.954051852226257,37.79074447631836,0.0,-0.2274908682331443,-2.0556216776371,-2.1921366822719572,-7.3437794494628905,-9.0,-0.01992376063019037,0.6429437935352326,-35.543178462982176,-0.2274908682331443,-533.0285325622558,481.6463989257812,240.18364822387696,241.46274932861328,9400
-8.986669626235962,37.84357950210571,0.0,-0.13297504153102635,-2.02009521484375,-2.7665846878290177,-7.926873016357422,-9.0,-0.0057639113441109655,0.6421949291229248,-35.65847137451172,-0.13297504153102635,-493.64394104003907,349.7794258880615,172.27729038238525,177.50213550567628,9500
-9.073752775192261,37.74501710891724,0.0,-0.5556649798154831,-2.3198416411876677,-2.9073956644535066,-7.738111922740936,-9.0,0.032679655849933625,0.6433103287220001,-36.40607084274292,-0.5556649798154831,-515.512133102417,349.9873867034912,173.69035224914552,176.29703353881837,9600
-8.988569569587707,36.87282060623169,0.0,-0.033632191084325316,-2.16800858438015,-2.385139812231064,-7.450357557535171,-9.0,-0.004753366652876139,0.6453448450565338,-34.847500247955324,-0.033632191084325316,-460.4086911010742,302.9427082824707,150.99995319366454,151.94275451660155,9700
-8.997204489707947,36.91821128845215,0.0,-0.5739610233902931,-2.4178144973516464,-2.5766859126091,-7.618471804857254,-9.0,-0.0010499785840511321,0.643569552898407,-35.52447803497314,-0.5739610233902931,-464.63579750061035,302.72341972351074,151.15669013977052,151.56672718048097,9800
-9.001595215797424,37.10200519561768,0.0,-0.621730408128351,-2.4064045763015747,-3.449107655286789,-7.914517377614975,-9.0,0.0008303949050605297,0.6433439296483994,-35.296622314453124,-0.621730408128351,-474.6799029541016,314.7729152679443,154.0960481262207,160.67686683654784,9900
-9.07993435382843,37.092875232696535,0.0,0.0017885409481823444,-1.615769527554512,-2.2530735051631927,-7.616720441579819,-9.0,0.035216775787994266,0.6436098712682724,-34.857281093597415,0.0017885409481823444,-525.3195446777344,405.7134951019287,200.86823841094971,204.8452590942383,10000
